product1_id,product1_title,product1_brand,product1_description,product2_id,product2_title,product2_brand,product2_description,label
P004423,"Refurbished Xiaomi Redmi Note 13 Pro 256GB, Titanium Gray",Xiaomi,"Experience 50 MP triple camera, 6.1-inch OLED display, 256GB, Refurbished with the Xiaomi Redmi Note 13 Pro.",P004424,Refurbished Xiaomi Redmi Note 13 Pro 256 GB Titanium Gray,Xiaomi,"The Xiaomi Redmi Note 13 Pro comes with 50 MP triple camera, 256 GB, Refurbished, 6.1-inch OLED display.",1
P022499,"LG 34WP65C 24 inch, Black",LG,"This 34WP65C from LG is equipped with QHD resolution, 24 inch, 144Hz refresh rate.",P022500,LG 34WP65C (24 inch) Black,LG,"Experience 144Hz refresh rate, 24 inch, QHD resolution with the LG 34WP65C.",1
P010557,"Ryzen 5 Dell Vostro 14 1TB SSD, Black",Dell,"The Dell Vostro 14 comes with Ryzen 5 5600H, Ryzen 5, 1TB SSD, 32 GB RAM.",P010558,Ryzen 5 Dell Vostro 14 Space Gray 1TB SSD,Dell,"Vostro 14 by Dell: Ryzen 7 RTX 4060, Ryzen 5, 16GB RAM, 1TB SSD.",0
P001091,"New Apple iPhone 16 64GB, Blue",Apple,"Experience 6.1-inch OLED display, New, 64GB, A16 Bionic chip with the Apple iPhone 16.",P001092,New iPhone 16 64 GB Blue - Apple,Apple,"This iPhone 16 from Apple is equipped with 64 GB, 6.1-inch OLED display, New, A16 Bionic chip.",1
P012945,Acer Aspire 7 Silver 256GB SSD Core i7 16GB RAM,Acer,"This Aspire 7 from Acer is equipped with Core i7 16GB RAM, Ryzen 5 5600H, 16GB RAM, 256GB SSD.",P012946,"Acer Nitro 5 256GB SSD, Silver Core i7 16GB RAM",Acer,"This Nitro 5 from Acer is equipped with 32 GB RAM, Ryzen 7 RTX 4060, Core i7 16GB RAM, 256GB SSD.",0
P017445,Nike Revolution 6 Blue UK 6,Nike,"Experience UK 6, breathable knit, 43 inch screen with the Nike Revolution 6.",P017446,Nike Air Force 1 Blue UK 6,Nike,"Experience UK 6, 43 inch screen, Leather upper with the Nike Air Force 1.",0
P026389,Nintendo Super Mario Odyssey Standard Game of the Year Edition,Nintendo,Nintendo's Super Mario Odyssey features Game of the Year Edition for everyday use.,P026390,Deluxe Edition Nintendo Super Mario Odyssey Standard,Nintendo,Experience Deluxe Edition with the Nintendo Super Mario Odyssey.,0
P018713,Puma Softride Rift Grey UK 6,Puma,"This Softride Rift from Puma is equipped with UK 6, Leather upper, 55in display.",P018714,Puma Smash v2 UK 6 Grey,Puma,"Smash v2 by Puma: UK 6, 55in display, Mesh upper.",0
P008127,Motorola Edge 40 256GB Blue,Motorola,"Motorola's Edge 40 features 256GB, 6.1-inch OLED display, 108MP quad camera for everyday use.",P008128,Motorola Edge 40 Blue 256 GB,Motorola,"Experience 256 GB, 6.1-inch OLED display, 108MP quad camera with the Motorola Edge 40.",1
P004741,Xiaomi Poco X6 Pro (256GB) Titanium Gray,Xiaomi,"The Xiaomi Poco X6 Pro comes with 6.1 Super Retina XDR, 256GB, Dimensity 9200.",P004742,Xiaomi Poco X6 Pro 256GB Green,Xiaomi,"The Xiaomi Poco X6 Pro comes with 256GB, 6.1 Super Retina XDR, Dimensity 9200.",0
P009551,HP Envy x360 256GB SSD Space Gray Windows 11,HP,"This Envy x360 from HP is equipped with 16GB RAM, 256GB SSD, Ryzen 5 5600H, Windows 11.",P009552,Windows 11 Envy x360 256GB SSD Space Gray - HP,HP,"The HP Envy x360 comes with 256GB SSD, 16GB RAM, Ryzen 5 5600H, Windows 11.",1
P021061,"Nintendo Switch OLED 512 Digital EditionGB, White",Nintendo,"Nintendo's Switch OLED features 512 Digital EditionGB, Fast load times, 120fps gaming for everyday use.",P021062,Nintendo Switch OLED 1TB White,Nintendo,"Switch OLED by Nintendo: Fast load times, 1TB, 120fps gaming.",0
P007979,Narzo 60 128GB White - Realme,Realme,"Realme's Narzo 60 features 6.7 inch AMOLED, 128GB, Snapdragon 8 Gen 3 for everyday use.",P007980,Realme Narzo 60 128 GB White,Realme,"Realme's Narzo 60 features 128 GB, Snapdragon 8 Gen 3, 6.7 inch AMOLED for everyday use.",1
P000847,iPhone 15 512GB Black - Apple Open Box,Apple,"Apple's iPhone 15 features 108MP quad camera, Open Box, 6.5in LCD 120Hz, 512GB for everyday use.",P000848,Apple iPhone 15 512 GB Black Open Box,Apple,"iPhone 15 by Apple: Open Box, 6.5in LCD 120Hz, 512 GB, 108MP quad camera.",1
P024881,Bagless Upright Roomba j7+ Black - iRobot,iRobot,"Roomba j7+ by iRobot: Bagless Upright, 40 minute runtime, Powerful cyclone suction.",P024882,Bagless Upright iRobot Roomba Combo j9+ Black,iRobot,"iRobot's Roomba Combo j9+ features 40 minute runtime, Powerful cyclone suction, Bagless Upright for everyday use.",0
P003107,Open Box OnePlus Nord 3 (64GB) Phantom Black,OnePlus,"The OnePlus Nord 3 comes with 64GB, 6.1 Super Retina XDR, Open Box, 48MP main camera.",P003108,"OnePlus Nord 3 64 GB, Phantom Black Open Box",OnePlus,"The OnePlus Nord 3 comes with 6.1 Super Retina XDR, 48MP main camera, 64 GB, Open Box.",1
P005817,Renewed Google Pixel 8 Pro (256GB) Titanium Gray,Google,"Google's Pixel 8 Pro features 256GB, Renewed, Tensor G3, 6.1-inch OLED display for everyday use.",P005818,Google Pixel 8 Pro Desert Titanium 256GB Renewed,Google,"Google's Pixel 8 Pro features Renewed, Tensor G3, 108MP quad camera, 256GB for everyday use.",0
P010177,"HP Omen 16 1TB SSD, Black Core i5 RTX 3050",HP,"This Omen 16 from HP is equipped with 16GB RAM, Ryzen 5 5600H, Core i5 RTX 3050, 1TB SSD.",P010178,"Core i9 RTX 4070 HP Omen 16 1TB SSD, Black",HP,"HP's Omen 16 features 8GB RAM, Ryzen 7 RTX 4060, 1TB SSD, Core i9 RTX 4070 for everyday use.",0
P006119,X90 512GB Green - Vivo Open Box,Vivo,"This X90 from Vivo is equipped with 512GB, 6.5in LCD 120Hz, 108MP quad camera, Open Box.",P006120,Open Box X90 512 GB Green - Vivo,Vivo,"Experience 512 GB, Open Box, 108MP quad camera, 6.5in LCD 120Hz with the Vivo X90.",1
P018353,Adidas Duramo SL UK 8 Blue,Adidas,"Experience 55in display, breathable knit, UK 8 with the Adidas Duramo SL.",P018354,"Adidas Duramo SL UK 10, Blue",Adidas,"This Duramo SL from Adidas is equipped with Leather upper, UK 10, 43 inch screen.",0
P017489,Air Max 270 UK 6 Black/White - Nike,Nike,"Nike's Air Max 270 features UK 6, breathable knit, 43 inch screen for everyday use.",P017490,Nike Air Max 270 (UK 7) Black/White,Nike,"Experience UK 7, Leather upper, 43 inch screen with the Nike Air Max 270.",0
P016761,LG UQ7500 4K Black 50 inch,LG,"The LG UQ7500 4K comes with 43 inch screen, QHD resolution, 50 inch.",P016762,"LG UQ7500 4K 55 inch, Black",LG,"Experience 55in display, Full HD resolution, 55 inch with the LG UQ7500 4K.",0
P018619,Ultraboost 22 UK 10 Blue - Adidas,Adidas,"This Ultraboost 22 from Adidas is equipped with 55in display, UK 10, Mesh upper.",P018620,Adidas Ultraboost 22 (UK 10) Blue,Adidas,"Experience Mesh upper, 55in display, UK 10 with the Adidas Ultraboost 22.",1
P013059,Acer Nitro 5 Space Gray 512GB SSD Non-Touch Display,Acer,"The Acer Nitro 5 comes with 512GB SSD, Ryzen 5 5600H, 8GB RAM, Non-Touch Display.",P013060,Acer Nitro 5 512GB SSD Space Gray Non-Touch Display,Acer,"Nitro 5 by Acer: Non-Touch Display, Ryzen 5 5600H, 8GB RAM, 512GB SSD.",1
P004119,Refurbished Xiaomi Mi 13 64GB Titanium Gray,Xiaomi,"Mi 13 by Xiaomi: 6.1 Super Retina XDR, Refurbished, 64GB, 50 MP triple camera.",P004120,"Refurbished Xiaomi Mi 13 64 GB, Titanium Gray",Xiaomi,"This Mi 13 from Xiaomi is equipped with 64 GB, 50 MP triple camera, Refurbished, 6.1 Super Retina XDR.",1
P011693,Ryzen 5 Lenovo IdeaPad Slim 5 256GB SSD Silver,Lenovo,"This IdeaPad Slim 5 from Lenovo is equipped with Ryzen 5, 256GB SSD, 8GB RAM, Core i7 RTX 3050.",P011694,Windows 11 Lenovo IdeaPad Slim 5 (256GB SSD) Silver,Lenovo,"IdeaPad Slim 5 by Lenovo: 256GB SSD, 8GB RAM, Ryzen 5 5600H, Windows 11.",0
P001193,iPhone 16 Pro 512GB Black - Apple Renewed,Apple,"The Apple iPhone 16 Pro comes with Renewed, 108MP quad camera, 6.1-inch OLED display, 512GB.",P001194,"Apple iPhone 16 Pro 512GB, Desert Titanium Renewed",Apple,"This iPhone 16 Pro from Apple is equipped with Renewed, 512GB, 50 MP triple camera, 6.1-inch OLED display.",0
P005177,"Xiaomi Xiaomi 14 Ultra 128GB, Titanium Gray Renewed",Xiaomi,"The Xiaomi Xiaomi 14 Ultra comes with 128GB, A16 Bionic chip, Renewed, 50 MP triple camera.",P005178,"Xiaomi Xiaomi 14 Ultra 128GB, Titanium Gray Refurbished",Xiaomi,"This Xiaomi 14 Ultra from Xiaomi is equipped with 128GB, Refurbished, Exynos 2400, 50 MP triple camera.",0
P008703,"Open Box Motorola Edge 50 Pro 64GB, White",Motorola,"Experience 6.7 inch AMOLED, Exynos 2400, Open Box, 64GB with the Motorola Edge 50 Pro.",P008704,Edge 50 Pro 64 GB White - Motorola Open Box,Motorola,"The Motorola Edge 50 Pro comes with Open Box, Exynos 2400, 64 GB, 6.7 inch AMOLED.",1
P007569,GT 5 128GB Green - Realme Open Box,Realme,"Realme's GT 5 features 128GB, 6.1-inch OLED display, Tensor G3, Open Box for everyday use.",P007570,"Open Box Realme GT 5 512GB, Green",Realme,"The Realme GT 5 comes with 48MP main camera, 6.5in LCD 120Hz, 512GB, Open Box.",0
P020431,Induction Cooktop 1400W White - Bajaj,Bajaj,"Induction Cooktop 1400W by Bajaj: 1400 Watt, 2 Litre.",P020432,Bajaj Induction Cooktop 1400W White,Bajaj,"The Bajaj Induction Cooktop 1400W comes with 2 Litre, 1400 Watt.",1
P016825,LG OLED C3 (43 inch) Black,LG,"The LG OLED C3 comes with QHD resolution, 43 inch, 55in display.",P016826,LG OLED C3 65 inch Black,LG,"LG's OLED C3 features 55in display, 4K UHD resolution, 65 inch for everyday use.",0
P016601,Samsung The Frame QLED Black 50 inch,Samsung,"The Frame QLED by Samsung: 4K UHD resolution, 50 inch, 55in display.",P016602,Samsung The Frame QLED 65 inch Black,Samsung,"The Samsung The Frame QLED comes with 65 inch, Full HD resolution, 55in display.",0
P023403,Black SN850X 2TB Black - WD PCIe 4.0,WD,"Black SN850X by WD: 1050 MB/s transfer speed, USB-C interface, 2TB, PCIe 4.0.",P023404,WD Black SN850X Black 2TB PCIe 4.0,WD,"This Black SN850X from WD is equipped with PCIe 4.0, USB-C interface, 1050 MB/s transfer speed, 2TB.",1
P023777,SATA SSD Crucial P5 Plus (500GB) Black,Crucial,"Experience PCIe 4.0 interface, SATA SSD, 7000 MB/s read speed, 500GB with the Crucial P5 Plus.",P023778,SATA SSD Crucial P5 Plus (2TB) Black,Crucial,"The Crucial P5 Plus comes with PCIe 4.0 interface, 2TB, SATA SSD, 560 MB/s read speed.",0
P026657,Netgear Orbi RBK852 White v2,Netgear,Experience v2 with the Netgear Orbi RBK852.,P026658,Orbi RBK852 White - Netgear v3,Netgear,This Orbi RBK852 from Netgear is equipped with v3.,0
P003611,Refurbished OnePlus 12R (64GB) White,OnePlus,"OnePlus's 12R features 6.7 inch AMOLED, Tensor G3, 64GB, Refurbished for everyday use.",P003612,12R 64 GB White - OnePlus Refurbished,OnePlus,"This 12R from OnePlus is equipped with Refurbished, Tensor G3, 64 GB, 6.7 inch AMOLED.",1
P020565,Sony PlayStation 5 Black 2TB,Sony,"The Sony PlayStation 5 comes with Custom SSD storage, 2TB, 4K graphics support.",P020566,Sony PlayStation 4 (2TB) Black,Sony,"This PlayStation 4 from Sony is equipped with Ray tracing support, 2TB, Fast load times.",0
P023151,Portable SSD Samsung 990 PRO 1TB Black,Samsung,"Experience 1050 MB/s transfer speed, USB-C interface, 1TB, Portable SSD with the Samsung 990 PRO.",P023152,"Samsung 990 PRO 1TB, Black Portable SSD",Samsung,"This 990 PRO from Samsung is equipped with 1TB, 1050 MB/s transfer speed, USB-C interface, Portable SSD.",1
P017497,Nike Air Max 270 Blue UK 6,Nike,"Nike's Air Max 270 features 55in display, breathable knit, UK 6 for everyday use.",P017498,Nike Air Max 270 UK 8 Blue,Nike,"This Air Max 270 from Nike is equipped with UK 8, 43 inch screen, Mesh upper.",0
P008293,"Motorola Moto G84 128GB, Titanium Gray Renewed",Motorola,"Experience 50 MP triple camera, Exynos 2400, 128GB, Renewed with the Motorola Moto G84.",P008294,"Renewed Motorola Moto G84 256GB, Titanium Gray",Motorola,"Moto G84 by Motorola: 256GB, Renewed, 48MP main camera, Dimensity 9200.",0
P023625,"WD My Passport 1TB, Black PCIe 4.0",WD,"WD's My Passport features 1TB, PCIe 4.0 interface, PCIe 4.0, 1050 MB/s transfer speed for everyday use.",P023626,PCIe 4.0 My Passport 2TB Black - WD,WD,"The WD My Passport comes with PCIe 4.0, 1050 MB/s transfer speed, PCIe 4.0 interface, 2TB.",0
P000905,Apple iPhone 15 (512GB) Blue New,Apple,"Experience 6.7 inch AMOLED, New, 512GB, A16 Bionic chip with the Apple iPhone 15.",P000906,New Apple iPhone 15 (512GB) Phantom Black,Apple,"The Apple iPhone 15 comes with 6.1-inch OLED display, 512GB, New, 108MP quad camera.",0
P007851,Realme GT 5 White 128GB Renewed,Realme,"This GT 5 from Realme is equipped with Renewed, Tensor G3, 128GB, 50 MP triple camera.",P007852,GT 5 128 GB White - Realme Renewed,Realme,"The Realme GT 5 comes with Tensor G3, 128 GB, Renewed, 50 MP triple camera.",1
P019857,Skechers Summits UK 7 Grey,Skechers,"This Summits from Skechers is equipped with breathable knit, 43 inch screen, UK 7.",P019858,"Skechers Summits UK 9, Grey",Skechers,"This Summits from Skechers is equipped with 43 inch screen, breathable knit, UK 9.",0
P017473,Air Force 1 UK 7 Grey - Nike,Nike,"Air Force 1 by Nike: Mesh upper, UK 7, 43 inch screen.",P017474,"Nike Pegasus 40 UK 7, Grey",Nike,"The Nike Pegasus 40 comes with Leather upper, UK 7, 43 inch screen.",0
P007223,Oppo Reno 11 Pro (256GB) Midnight Renewed,Oppo,"This Reno 11 Pro from Oppo is equipped with Renewed, 50 MP triple camera, Tensor G3, 256GB.",P007224,Oppo Reno 11 Pro 256 GB Midnight Renewed,Oppo,"Oppo's Reno 11 Pro features 256 GB, 50 MP triple camera, Tensor G3, Renewed for everyday use.",1
P011339,Touch Display Legion 5 512GB SSD Blue - Lenovo,Lenovo,"The Lenovo Legion 5 comes with 32 GB RAM, 512GB SSD, Touch Display, Ryzen 7 RTX 4060.",P011340,"Touch Display Lenovo Legion 5 512GB SSD, Blue",Lenovo,"Experience Ryzen 7 RTX 4060, Touch Display, 512GB SSD, 32 GB RAM with the Lenovo Legion 5.",1
P003191,Renewed OnePlus 12R Black 256GB,OnePlus,"OnePlus's 12R features Dimensity 9200, 256GB, 50 MP triple camera, Renewed for everyday use.",P003192,OnePlus 12R (256 GB) Black Renewed,OnePlus,"The OnePlus 12R comes with 50 MP triple camera, Dimensity 9200, Renewed, 256 GB.",1
P010291,Non-Touch Display Dell Inspiron 15 Blue 512GB SSD,Dell,"Inspiron 15 by Dell: 16GB RAM, Non-Touch Display, 512GB SSD, Core i5 12th Gen.",P010292,Dell Inspiron 15 512GB SSD Blue Non-Touch Display,Dell,"This Inspiron 15 from Dell is equipped with 512GB SSD, 16GB RAM, Non-Touch Display, Core i5 12th Gen.",1
P006223,Refurbished V27 Pro 64GB Black - Vivo,Vivo,"Vivo's V27 Pro features Refurbished, 64GB, 6.7 inch AMOLED, 108MP quad camera for everyday use.",P006224,Refurbished Vivo V27 Pro 64 GB Black,Vivo,"Experience 108MP quad camera, Refurbished, 64 GB, 6.7 inch AMOLED with the Vivo V27 Pro.",1
P016485,Samsung Crystal 4K UHD Black 43 inch,Samsung,"Crystal 4K UHD by Samsung: 55in display, 43 inch, QHD resolution.",P016486,"Samsung Crystal 4K UHD 55 inch, Black",Samsung,"Experience 55 inch, 4K UHD resolution, 43 inch screen with the Samsung Crystal 4K UHD.",0
P023043,ASUS TUF Gaming VG27AQ 32 inch Silver,ASUS,"Experience Full HD resolution, 32 inch, 165Hz refresh rate with the ASUS TUF Gaming VG27AQ.",P023044,ASUS TUF Gaming VG27AQ Silver 32 inch,ASUS,"TUF Gaming VG27AQ by ASUS: 32 inch, 165Hz refresh rate, Full HD resolution.",1
P006443,Vivo V29 Phantom Black 128GB Renewed,Vivo,"Vivo's V29 features Renewed, 128GB, 6.1-inch OLED display, Tensor G3 for everyday use.",P006444,Renewed Vivo V29 128 GB Phantom Black,Vivo,"Vivo's V29 features Tensor G3, 6.1-inch OLED display, 128 GB, Renewed for everyday use.",1
P014093,Core i5 RTX 3050 Apple MacBook Air M2 256GB SSD Black,Apple,"Experience Ryzen 7 RTX 4060, 256GB SSD, Core i5 RTX 3050, 16GB RAM with the Apple MacBook Air M2.",P014094,Windows 11 MacBook Air M2 256GB SSD Black - Apple,Apple,"MacBook Air M2 by Apple: Windows 11, Ryzen 5 5600H, 8GB RAM, 256GB SSD.",0
P023681,"NVMe SSD WD Blue SN580 2TB, Black",WD,"Experience 1050 MB/s transfer speed, PCIe 4.0 interface, 2TB, NVMe SSD with the WD Blue SN580.",P023682,"Portable SSD WD Blue SN580 2TB, Black",WD,"This Blue SN580 from WD is equipped with Portable SSD, USB-C interface, 2TB, 7000 MB/s read speed.",0
P012831,Non-Touch Display Asus TUF Gaming A15 256GB SSD Silver,Asus,"Experience 16GB RAM, 256GB SSD, Non-Touch Display, Ryzen 5 5600H with the Asus TUF Gaming A15.",P012832,Non-Touch Display Asus TUF Gaming A15 Silver 256GB SSD,Asus,"Asus's TUF Gaming A15 features 16GB RAM, 256GB SSD, Non-Touch Display, Ryzen 5 5600H for everyday use.",1
P015245,Airdopes 141 Blue - Boat,Boat,"The Boat Airdopes 141 comes with IP67 water resistant, ANC enabled.",P015246,"Boat Airdopes 141, Teal",Boat,"The Boat Airdopes 141 comes with 22hr playback, Heart rate monitor.",0
P022981,ASUS ProArt PA278QV (27 inch) Silver,ASUS,"ASUS's ProArt PA278QV features 4K UHD resolution, 60Hz refresh rate, 27 inch for everyday use.",P022982,ProArt PA278QV 34 inch Silver - ASUS,ASUS,"The ASUS ProArt PA278QV comes with Full HD resolution, 144Hz refresh rate, 34 inch.",0
P005085,Xiaomi Redmi Note 12 Phantom Black 64GB Renewed,Xiaomi,"Experience A16 Bionic chip, 6.1-inch OLED display, Renewed, 64GB with the Xiaomi Redmi Note 12.",P005086,Redmi Note 12 64GB Phantom Black - Xiaomi Open Box,Xiaomi,"Xiaomi's Redmi Note 12 features 108MP quad camera, Open Box, 64GB, Tensor G3 for everyday use.",0
P007903,Renewed Realme Narzo 60 256GB White,Realme,"Narzo 60 by Realme: Renewed, 6.7 inch AMOLED, Dimensity 9200, 256GB.",P007904,Realme Narzo 60 (256 GB) White Renewed,Realme,"This Narzo 60 from Realme is equipped with Renewed, 6.7 inch AMOLED, 256 GB, Dimensity 9200.",1
P012991,Acer Nitro 5 1TB SSD Blue Touch Display,Acer,"This Nitro 5 from Acer is equipped with 8GB RAM, 1TB SSD, Core i7 RTX 3050, Touch Display.",P012992,"Touch Display Acer Nitro 5 1TB SSD, Blue",Acer,"Nitro 5 by Acer: Touch Display, 8GB RAM, Core i7 RTX 3050, 1TB SSD.",1
P024513,Robot Vacuum V8 Black - Dyson,Dyson,"The Dyson V8 comes with Powerful cyclone suction, Robot Vacuum, 40 minute runtime.",P024514,Bagless Upright Dyson V8 Black,Dyson,"The Dyson V8 comes with 60 minute runtime, Bagless Upright, 230AW suction power.",0
P003023,Renewed OnePlus 12 Black 64GB,OnePlus,"This 12 from OnePlus is equipped with 50 MP triple camera, 64GB, Renewed, 6.7 inch AMOLED.",P003024,Renewed OnePlus 12 (64 GB) Black,OnePlus,"Experience Renewed, 64 GB, 50 MP triple camera, 6.7 inch AMOLED with the OnePlus 12.",1
P017439,Nike Air Max 270 UK 6 Grey,Nike,"This Air Max 270 from Nike is equipped with breathable knit, UK 6, 43 inch screen.",P017440,Nike Air Max 270 UK 6 Gray,Nike,"Nike's Air Max 270 features breathable knit, UK 6, 43 inch screen for everyday use.",1
P015045,MSI Cyborg 15 (512GB SSD) Black Ryzen 5,MSI,"This Cyborg 15 from MSI is equipped with Core i7 RTX 3050, 512GB SSD, Ryzen 5, 8GB RAM.",P015046,MSI Cyborg 15 Black 512GB SSD Core i7 16GB RAM,MSI,"Experience 512GB SSD, 16GB RAM, Core i7 16GB RAM, Core i5 12th Gen with the MSI Cyborg 15.",0
P017421,Nike Air Max 270 (UK 8) Triple Black,Nike,"The Nike Air Max 270 comes with Leather upper, UK 8, 43 inch screen.",P017422,"Nike Air Force 1 UK 8, Triple Black",Nike,"The Nike Air Force 1 comes with breathable knit, 55in display, UK 8.",0
P005711,New Google Pixel 8 Phantom Black 64GB,Google,"This Pixel 8 from Google is equipped with 64GB, 6.1-inch OLED display, New, 108MP quad camera.",P005712,"New Google Pixel 8 64 GB, Phantom Black",Google,"Pixel 8 by Google: 64 GB, 108MP quad camera, 6.1-inch OLED display, New.",1
P012271,Core i7 16GB RAM Asus TUF Gaming A15 Space Gray 512GB SSD,Asus,"Asus's TUF Gaming A15 features 512GB SSD, Core i7 16GB RAM, 32 GB RAM, Core i7 RTX 3050 for everyday use.",P012272,Core i7 16GB RAM TUF Gaming A15 512GB SSD Space Gray - Asus,Asus,"This TUF Gaming A15 from Asus is equipped with 512GB SSD, 32 GB RAM, Core i7 RTX 3050, Core i7 16GB RAM.",1
P010395,Non-Touch Display Dell XPS 13 256GB SSD Black,Dell,"Dell's XPS 13 features Ryzen 5 5600H, 256GB SSD, Non-Touch Display, 16GB RAM for everyday use.",P010396,XPS 13 256GB SSD Black - Dell Non-Touch Display,Dell,"Dell's XPS 13 features 256GB SSD, Non-Touch Display, Ryzen 5 5600H, 16GB RAM for everyday use.",1
P026471,TP-Link Archer AX50 White v1,TP-Link,TP-Link's Archer AX50 features v1 for everyday use.,P026472,v1 TP-Link Archer AX50 White,TP-Link,TP-Link's Archer AX50 features v1 for everyday use.,1
P020685,Sony PlayStation 5 Pro 512 Disc EditionGB White,Sony,"The Sony PlayStation 5 Pro comes with Ray tracing support, 512 Disc EditionGB, Custom SSD storage.",P020686,Sony PlayStation 5 Pro (2TB) White,Sony,"PlayStation 5 Pro by Sony: 2TB, 4K graphics support, Custom SSD storage.",0
P015119,Touch Display MSI Cyborg 15 1TB SSD Silver,MSI,"The MSI Cyborg 15 comes with Touch Display, 32 GB RAM, 1TB SSD, Ryzen 7 RTX 4060.",P015120,"MSI Cyborg 15 1TB SSD, Silver Touch Display",MSI,"The MSI Cyborg 15 comes with Ryzen 7 RTX 4060, Touch Display, 1TB SSD, 32 GB RAM.",1
P008491,"Motorola Edge 50 Pro 64GB, Blue Refurbished",Motorola,"Experience 64GB, 6.5in LCD 120Hz, 108MP quad camera, Refurbished with the Motorola Edge 50 Pro.",P008492,Motorola Edge 50 Pro (64 GB) Blue Refurbished,Motorola,"Edge 50 Pro by Motorola: Refurbished, 6.5in LCD 120Hz, 108MP quad camera, 64 GB.",1
P007291,F25 Pro 256GB Midnight - Oppo,Oppo,"Experience 108MP quad camera, 256GB, 6.5in LCD 120Hz with the Oppo F25 Pro.",P007292,Oppo F25 Pro Midnight 256 GB,Oppo,"Experience 256 GB, 108MP quad camera, 6.5in LCD 120Hz with the Oppo F25 Pro.",1
P021659,Sony Alpha a6400 with 18-55mm Lens Black APS-C Sensor,Sony,"Sony's Alpha a6400 features APS-C Sensor, with 18-55mm Lens, APS-C sensor, 26MP resolution for everyday use.",P021660,APS-C Sensor Alpha a6400 with 18-55mm Lens Black - Sony,Sony,"Experience APS-C Sensor, 26MP resolution, with 18-55mm Lens, APS-C sensor with the Sony Alpha a6400.",1
P013791,"Acer Predator Helios 512GB SSD, Space Gray Core i7 16GB RAM",Acer,"This Predator Helios from Acer is equipped with 32 GB RAM, Ryzen 5 5600H, Core i7 16GB RAM, 512GB SSD.",P013792,Core i7 16GB RAM Acer Predator Helios (512GB SSD) Space Gray,Acer,"The Acer Predator Helios comes with Ryzen 5 5600H, 32 GB RAM, Core i7 16GB RAM, 512GB SSD.",1
P014143,Core i7 16GB RAM MacBook Air M2 1TB SSD Black - Apple,Apple,"This MacBook Air M2 from Apple is equipped with 32 GB RAM, Ryzen 5 5600H, Core i7 16GB RAM, 1TB SSD.",P014144,Apple MacBook Air M2 Black 1TB SSD Core i7 16GB RAM,Apple,"Experience 1TB SSD, 32 GB RAM, Core i7 16GB RAM, Ryzen 5 5600H with the Apple MacBook Air M2.",1
P022361,"Dell S2721DGF 32 inch, Black",Dell,"This S2721DGF from Dell is equipped with QHD resolution, 165Hz refresh rate, 32 inch.",P022362,S2721DGF 34 inch Black - Dell,Dell,"This S2721DGF from Dell is equipped with 4K UHD resolution, 60Hz refresh rate, 34 inch.",0
P009771,HP Victus Blue 256GB SSD Core i9 RTX 4070,HP,"HP's Victus features 256GB SSD, Core i9 RTX 4070, 32 GB RAM, Ryzen 5 5600H for everyday use.",P009772,HP Victus 256GB SSD Blue Core i9 RTX 4070,HP,"The HP Victus comes with 32 GB RAM, Core i9 RTX 4070, 256GB SSD, Ryzen 5 5600H.",1
P011803,Legion 5 1TB SSD Black - Lenovo Ryzen 5,Lenovo,"Experience Core i7 RTX 3050, 1TB SSD, Ryzen 5, 32 GB RAM with the Lenovo Legion 5.",P011804,Lenovo Legion 5 (1TB SSD) Black Ryzen 5,Lenovo,"The Lenovo Legion 5 comes with 1TB SSD, Core i7 RTX 3050, 32 GB RAM, Ryzen 5.",1
P017137,X Pro 4K 43 inch Black - Mi,Mi,"The Mi X Pro 4K comes with 43 inch, 55in display, QHD resolution.",P017138,Mi X Pro 4K 65 inch Black,Mi,"This X Pro 4K from Mi is equipped with 55in display, 4K UHD resolution, 65 inch.",0
P003769,Xiaomi Redmi Note 13 Pro Midnight 64GB Renewed,Xiaomi,"This Redmi Note 13 Pro from Xiaomi is equipped with 48MP main camera, 64GB, Renewed, A16 Bionic chip.",P003770,Renewed Xiaomi Redmi Note 12 Midnight 64GB,Xiaomi,"Redmi Note 12 by Xiaomi: Snapdragon 8 Gen 3, 48MP main camera, Renewed, 64GB.",0
P018761,Puma Softride Rift Grey UK 6,Puma,"Puma's Softride Rift features 43 inch screen, Leather upper, UK 6 for everyday use.",P018762,Puma Softride Rift Grey UK 8,Puma,"This Softride Rift from Puma is equipped with 43 inch screen, Mesh upper, UK 8.",0
P002789,Samsung Galaxy S24 Ultra (128GB) Green New,Samsung,"Samsung's Galaxy S24 Ultra features 6.1-inch OLED display, 128GB, New, A16 Bionic chip for everyday use.",P002790,Refurbished Samsung Galaxy S24 Ultra Green 128GB,Samsung,"This Galaxy S24 Ultra from Samsung is equipped with 6.5in LCD 120Hz, Refurbished, 128GB, 48MP main camera.",0
P020477,"Havells Electric Kettle Aquis, Black",Havells,"Havells's Electric Kettle Aquis features 1400 Watt, 1.5L capacity for everyday use.",P020478,"Havells Electric Kettle Aquis, Steel",Havells,"Electric Kettle Aquis by Havells: 2 Litre, 1400 Watt.",0
